,Customer Name,cust mail id,Feedback,Date and time,caretaker/server name,care-empid,cust-age,cust-contact,sentiment - future,dept,customer-stay duration,customer-n visits past,customer-membership status,customer-amt to be paid,NPS,Dining - Vegetarian/vegan,Room preference,"Sports activities - [table tennis, golf, ...]","Wellness - gym, sauna, massage",pricing patterns - frugal/luxury
467,Juan Trujillo,taylor63@example.net,"great experience wife just spent 8 nights hotel du cadran, hotel room clean safe great location, included breakfast fresh coffee excellent staff pleasant coffee refills, experience staff equally pleasant helpful needed information courteous did not, room average size based experiences european cities complaint size tv poor remote, elevator slow 1st floor lobby stairs option moving luggage.i say convenience sites metro eating areas just positive vibes encourage consider recommend hotel future,  ",2024-12-27 09:23,Joel Fox DDS,EMP115,25,(466)258-0184x779,Neutral,Support,24,0,Active,$50,5,Non-Vegetarian,Suite,Golf,Massage,Frugal
468,Karen Benitez,victoria29@example.com,"poor value stayed hotel 2 nights 5 night trip moving royal plaza scotts.the room pan pacific spacious good views, good thing say hotel, furnishings dated especially bathroom, 5 star hotel expect rooms renovated semi regluarly not 20 years, cost use internet not lap high, bar lobby charged astronomical prices.if looking value not recommend hotel, hotels stayed royal plaza far better value no view rooms smaller,  ",2024-10-25 09:35,Carla Russell,EMP624,47,+1-861-606-3079,Positive,Engineering,29,3,Active,$223,6,Non-Vegetarian,Deluxe,Table tennis,Gym,Luxury
469,Dennis Lopez,monicaharris@example.com,"better stayed 3 nights honeymoon, hotel great location beautiful building, rely historic hotel designation way hotel expensive rooms management leave lot desired, management not helpful encountered problem room, housekeeping does subpar job n't think clean toilets frequently.we queen deluxe room 300 plus tax smallest queen bed seen husband n't fit bathroom fairly slender people, room told no 75 times model room no idea extremely annoying banging noise coming ac duct happened 30 seconds ac, complained night told no rooms rate check tomorrow, banging continued night complained morning told send engineer look n't fix switch rooms, checked 5pm told engineer sat room 30 minutes heard, manager acted liked making nice attitude, told heard went switch room, course 1 minute room heard, making manager engineer come room heard minute 2. engineer said yeah heard just not today, did n't try fix time, excellent work ethic, did switch room quiet, checkout saw billed rate night complained manager duty lucky, did n't want room free considering aggravation felt little customer coddling order, clearly annoyed bothering completed sentence said 30 rate, wanted, little attitude, line unique building gorgeous patio inside excellent breakfast restaurant complimentary wine/cheese thing lovely management housekeeping use work, certainly not terrible far stellar way expensive considering problems no matter free cheese,  ",2024-07-18 20:29,Ashley Mcguire,EMP098,27,+1-765-977-9713x539,Neutral,HR,23,10,Active,$236,3,Non-Vegetarian,Standard,Golf,Massage,Frugal
470,Juan Tate,hward@example.org,"great bright hotel excellent location great hotel bright modern hip clean, 175 night felt got good value excellent location, nice interior room request quiet bit hot opened window, extensive good breakfast associated tapas bar best eggs ham spain.we walked america museum local metro stops provided easy convenient access museum airport, walker traveling low season probably not worth getting madrid card metro 3-day card, enjoyed walking city not fit museums schedule make madrid card worthwhile, winter did not long waits buy tickets various museums wait 30 minutes prado.if enjoy comic high opera plan performance near-by teatro la zarzuela great high-quality performance,  ",2024-11-10 14:25,Jacob Torres,EMP640,65,834-630-4142x7137,Positive,Engineering,8,6,Active,$267,7,Vegetarian,Deluxe,Badminton,Gym,Frugal
471,Nancy Harrison,browntiffany@example.org,"wonderful stay stay good, hotel rooms comfortable spacious, hotel close activities heart waikiki, ala moana center lewers street good night life, weather better stay staff fast courteous professional service, visited oahu numerous occasions want reasonable priced room just main drag place,  ",2024-06-04 13:27,John Maynard,EMP541,32,(367)576-1092,Neutral,Engineering,19,8,Active,$330,10,Vegan,Deluxe,Swimming,Gym,Frugal
472,Kelly Anderson,huntmichelle@example.org,"loved millenium pricelined hotel 5 day stay sept 04 got great deal night, excited location fanuiel hall great base exploring boston, staff encountered check woman people delivered ice room friendly, managed 7th floor floor room did n't hear hardly noise heard little fell asleep, nothing wake light sleeper suggest requesting floor just case, bed soft comfy tub massive oval nightly turn service included chocolates weather forecast day, home cookies desk guests night, hotel overall accomodating highly customer service oriented, best hotel experiences ca n't beat shopping restaurant options right doorstep,  ",2024-01-11 06:41,Shawn Campbell,EMP085,46,780.484.4381x1400,Positive,Finance,26,5,Active,$393,4,Vegetarian,Suite,Badminton,Sauna,Luxury
473,Valerie George,kherrera@example.org,"nice hotel huge hotel near zoologcal garten rooms clean good size stayed 3 nights 13th july hotel busy plenty people coming going night tired tried chinese restaurant hotel food nice expensive lacked atmosphere table occupied sunday night cant understand 5 star hotels dont lower restaurant prices pottential customers staying premises normally eat doesnt make business sense hotel nice got good rate nice area 200 bus stops outside hotel travel berlin recommend getting welcome card trael ticket train station 5.50 48 hours covers trains buses need.ie zones b beware schonfeld airport zone c, berlin days difficult foot unless youare fit..,  ",2024-08-07 19:00,Tyler Lee,EMP504,38,686.746.3975x3908,Neutral,Engineering,24,10,Active,$300,3,Vegetarian,Suite,Golf,Gym,Luxury
474,Donna Reynolds,luis50@example.com,"best all-around all-inclusive majestic march 9th-16thour backround stayed all-inclusives think important giving fair evaluation property comparison purposes sandals secrets royal hideway riu palace dreams iberostars barcelo colonialwe booked beachdestinations.com transfers, solar tour/connect services rep waiting sign us.we waited group headed resort 45 min including dropping riu.check-in room n't ready untill 3 expected changed headed beach just hold luggage no problem.came 3 room ready.room suppose garden view ended oceanview right beach 3246 inside view room excellent, large plenty space storage drawers vanity.the air conditioning adjustment nightstand ver y convienent.food breakfast buffett n't largest selection fruit pastry, did make fresh omelettes depending time breakfast n't long wait.we ate steakhouse good seafood restaurant actually bld not seafood steak house vica-versa.so ate steakhouse came time dessert walked got table ordered 2 lobsters n't eat seafood came gave husband went got dessert buffett.we did 3 ngts.the gourmet restaurant excellent beef wellington surf turf actually hollow center filet stuff lobster gave lobster husband lunch tried main buffet decided n't really better beach buffet just ate there.pool everone says really nice water comfortable.beach great, walked directions hour way walked forever.there small section seaweed no big deal, no rocks foundmosquitos saw oneentertainment courtyard lobby different bands sax keyboard player untill 10 enjoyed shows people dancing nice.shows went michael jackson songs bored left.casino went couple nights played slots funfinal thoughts probally best all-around all-inclusive great vacation consists just thing really enjoyed aspects vacation not hestitate recommend return,  ",2024-02-02 23:28,Jamie Martinez,EMP698,57,9288150754,Neutral,Sales,7,6,Inactive,$284,10,Vegetarian,Suite,Badminton,Massage,Luxury
475,Mrs. Laura Nguyen PhD,hallkristopher@example.com,"wow resort urgh room arrival festooned flowers allocated room disgrace dirty beds ants bathroom, swift desk manager given suite club complex nice resort vast manicured, kids really enjoyed huge pool areas especially water slide, beware monitor lizard lagoon pool included deal sumptious alternated main cafe beach cafe breakfast meals evening good nothing special bar beachfront restaurant perfect sunset drinks bintang hotel book sunset meal ku ta seminyak worth ambience cool laid music overall excellent relaxing break,  ",2024-01-10 20:18,Richard Valdez,EMP042,69,001-526-821-4300x26844,Positive,Sales,18,4,Active,$387,4,Non-Vegetarian,Deluxe,Table tennis,Gym,Frugal
476,Denise Mendoza,sandersstacy@example.com,"great place stay stayed nights trip usa, reiterate comments, great location union square great place based trip san fran, good rates room exec floor breakfast, huge rooms extremely comfortable beds.very good value money,  ",2024-03-09 21:49,Frank Vazquez,EMP929,36,724-554-9248x63433,Neutral,Finance,21,9,Active,$106,6,Vegan,Standard,Swimming,Sauna,Frugal
477,Jeffrey Reyes,mariawood@example.net,"good location regent hotel singapore clean staff everhelpful close shopping venues, taxis cheap singapore unless curious n't worry saving money using metro, food hotel just so-so, workout facilities nice staff helpful, rooms excellent,  ",2024-02-09 12:13,Ashley Anderson,EMP453,55,649-456-3649,Positive,Sales,2,1,Active,$71,6,Vegetarian,Deluxe,Badminton,Gym,Frugal
