Customer Name,cust mail id,Feedback,Date and time,caretaker/server name,care-empid,cust-age,cust-contact,sentiment - future,dept,customer-stay duration,customer-n visits past,customer-membership status,customer-amt to be paid,NPS,Dining - Vegetarian/vegan,Room preference,"Sports activities - [table tennis, golf, ...]","Wellness - gym, sauna, massage",pricing patterns - frugal/luxury
Taylor Lowery,patrick14@example.com,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",29-04-2024 03:20,Amanda Galloway,EMP310,61,645-622-5730x471,Positive,Support,13,5,Inactive,$52,4,Non-Vegetarian,Suite,Table tennis,Sauna,Frugal
Taylor Castaneda,jessicaramirez@example.com,"Unfortunately, the dining experience was below par. The pasta was soggy, the soup was bland, and the waiter forgot one of our orders. Not planning to return.",01-04-2024 07:53,Rachel Clark,EMP905,24,557-238-8610,Negative,Support,8,1,Active,$113,5,Vegan,Standard,Swimming,Massage,Frugal
Kayla Rodriguez,joshua96@example.com,"The restaurant exceeded our expectations. The food presentation was artistic, the ingredients were fresh, and the flavors were spot on. We will definitely return soon!",21-04-2024 01:41,Michelle Mcconnell,EMP249,43,252-762-6727x631,Negative,Engineering,4,9,Inactive,$497,5,Vegan,Standard,Badminton,Gym,Luxury
Mary Smith,wagnerjames@example.net,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",12-05-2024 21:13,Janice Jensen,EMP142,23,696-771-3427x0755,Neutral,Finance,19,9,Inactive,$187,3,Vegan,Deluxe,Swimming,Sauna,Luxury
Dale Smith,xnewman@example.net,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",09-05-2024 02:09,Courtney Ramirez,EMP111,40,(873)274-0828x88808,Negative,Sales,15,4,Active,$398,6,Vegan,Suite,Golf,Massage,Luxury
Jason Kelly,ithomas@example.com,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",12-04-2024 04:17,Samantha Sharp,EMP448,28,001-856-366-3693,Positive,Support,12,9,Inactive,$452,6,Vegan,Standard,Table tennis,Massage,Frugal
Jacob Riley,ruizcindy@example.net,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",16-09-2024 11:36,Paula Scott,EMP529,19,610.474.3547x5276,Negative,Sales,11,3,Active,$211,3,Vegetarian,Standard,Table tennis,Sauna,Frugal
Jeffrey Parker,keith38@example.com,"The restaurant exceeded our expectations. The food presentation was artistic, the ingredients were fresh, and the flavors were spot on. We will definitely return soon!",04-04-2024 01:25,Rachel Mann,EMP128,28,(976)771-9364,Negative,HR,21,5,Inactive,$274,10,Non-Vegetarian,Suite,Badminton,Gym,Frugal
Matthew Anderson,nwaller@example.org,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",06-09-2024 09:31,Kent Vasquez PhD,EMP734,37,(309)853-1066x80054,Negative,Engineering,2,1,Active,$493,1,Vegan,Deluxe,Golf,Sauna,Luxury
Tracy Wood,lisajones@example.org,"The dining was okay. Nothing too extraordinary, but the staff were polite, and the restaurant was clean. The pasta was slightly overcooked, but the sauce made up for it.",30-07-2024 05:05,Susan Fisher,EMP631,39,001-592-516-6815x60535,Negative,HR,11,7,Inactive,$96,5,Non-Vegetarian,Suite,Badminton,Massage,Luxury
Christopher Jones,laura70@example.com,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",27-04-2024 15:39,Christina Graham,EMP042,44,001-908-521-4748x448,Neutral,HR,17,3,Active,$121,5,Non-Vegetarian,Suite,Golf,Gym,Luxury
Tiffany Nguyen,patriciacole@example.org,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",28-09-2024 14:15,Michael King,EMP637,60,001-359-907-7492x8711,Neutral,Sales,18,0,Active,$476,2,Vegetarian,Deluxe,Golf,Sauna,Luxury
Charles Parrish,okirk@example.com,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",16-10-2024 01:40,James Parsons,EMP604,35,(399)681-3187,Positive,HR,20,4,Inactive,$246,7,Vegan,Suite,Badminton,Gym,Frugal
Stacey Sanchez,ywarren@example.org,"The dining was okay. Nothing too extraordinary, but the staff were polite, and the restaurant was clean. The pasta was slightly overcooked, but the sauce made up for it.",03-09-2024 23:54,Ryan Bishop,EMP111,58,001-507-511-8512x62681,Positive,Sales,13,4,Inactive,$202,5,Non-Vegetarian,Suite,Badminton,Sauna,Luxury
Morgan Conley,stacyluna@example.org,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",01-02-2024 06:44,Jennifer Berry,EMP084,68,-9130,Neutral,Engineering,7,4,Active,$500,5,Vegan,Suite,Swimming,Sauna,Luxury
Christopher Le,hwilliams@example.com,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",27-02-2024 06:59,Marilyn Wilson,EMP044,30,3397693486,Neutral,Engineering,5,2,Active,$121,6,Vegetarian,Standard,Swimming,Gym,Frugal
Michael Butler,toni78@example.org,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",04-09-2024 19:30,Lonnie Cox,EMP990,64,3197795843,Positive,Finance,24,0,Active,$91,4,Vegetarian,Standard,Swimming,Gym,Luxury
Colleen Clark,linda10@example.com,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",23-08-2024 12:59,Donald Olson Jr.,EMP380,32,281.980.1863x334,Negative,HR,15,3,Inactive,$225,7,Vegan,Deluxe,Swimming,Gym,Luxury
Rhonda Smith,donaldsonharry@example.com,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",30-07-2024 16:58,Leonard Prince,EMP284,69,(318)951-5947,Negative,Sales,1,10,Inactive,$76,8,Vegetarian,Suite,Swimming,Gym,Frugal
Jaime White,trogers@example.net,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",13-12-2024 14:02,Douglas Johnson,EMP571,56,322.957.7352x219,Positive,HR,2,6,Inactive,$488,8,Vegetarian,Suite,Table tennis,Massage,Frugal
Gary Martinez,xphillips@example.org,"The restaurant exceeded our expectations. The food presentation was artistic, the ingredients were fresh, and the flavors were spot on. We will definitely return soon!",21-01-2024 16:35,Brittany Williamson,EMP067,54,-6216,Neutral,Support,14,7,Active,$479,6,Vegan,Suite,Table tennis,Massage,Luxury
Christopher Patrick,bgarcia@example.org,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",28-05-2024 20:29,Kimberly Hart,EMP969,26,708-935-8985,Negative,Engineering,3,7,Inactive,$492,3,Non-Vegetarian,Standard,Golf,Massage,Frugal
Benjamin Baker,angelaberg@example.com,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",18-11-2024 20:07,Jose Mccarthy,EMP459,37,288-674-8719x5994,Negative,Finance,11,10,Inactive,$344,5,Non-Vegetarian,Deluxe,Badminton,Gym,Luxury
Dana Smith,michealford@example.org,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",16-10-2024 01:34,Crystal Taylor,EMP753,37,481.472.1042,Negative,Sales,10,4,Active,$482,1,Non-Vegetarian,Deluxe,Table tennis,Sauna,Luxury
Stephanie Woodward,jacobharmon@example.net,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",27-06-2024 17:33,Nathan Sullivan,EMP186,68,+1-333-811-5890x1110,Negative,Sales,18,9,Active,$418,5,Non-Vegetarian,Standard,Golf,Sauna,Luxury
Joanna Peterson,amandaferguson@example.org,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",11-01-2024 14:10,Eric Andrade,EMP004,47,001-539-610-4377x1673,Positive,Sales,24,10,Inactive,$386,9,Vegetarian,Standard,Golf,Gym,Luxury
Jacqueline Walker,joseph51@example.net,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",24-03-2024 20:19,Gary Wilkins,EMP777,40,001-855-637-5831x9806,Negative,Support,17,9,Inactive,$482,6,Vegetarian,Suite,Golf,Massage,Frugal
Brandi Rodriguez,taracontreras@example.net,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",23-07-2024 00:22,Jasmine Clark,EMP424,61,562.385.9221,Neutral,HR,27,10,Inactive,$344,10,Vegetarian,Suite,Badminton,Gym,Frugal
Charles Obrien,ymarshall@example.com,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",22-05-2024 22:41,Sarah Charles,EMP930,20,719.204.4447,Neutral,Engineering,27,6,Active,$225,8,Vegetarian,Deluxe,Swimming,Sauna,Luxury
Kristin Cox,kennethscott@example.org,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",15-01-2024 21:41,Robert Deleon,EMP253,27,660.872.6432x260,Negative,Engineering,13,8,Inactive,$53,10,Vegetarian,Deluxe,Table tennis,Massage,Luxury
Diane Stephens,robert08@example.net,"The dining was okay. Nothing too extraordinary, but the staff were polite, and the restaurant was clean. The pasta was slightly overcooked, but the sauce made up for it.",19-05-2024 04:54,Kimberly Cooper,EMP341,25,579.875.5058x18515,Positive,Support,27,3,Inactive,$349,7,Vegan,Suite,Swimming,Gym,Luxury
Leah Harrison,qperez@example.org,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",19-04-2024 08:32,Kevin Stevens,EMP948,57,908-633-7176x10071,Negative,Support,7,2,Inactive,$451,8,Vegan,Deluxe,Swimming,Massage,Frugal
Gina Harris,gdominguez@example.com,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",15-04-2024 15:00,Joe Anderson,EMP662,41,716.727.5098x552,Positive,HR,5,0,Inactive,$407,1,Vegetarian,Suite,Swimming,Sauna,Luxury
Blake Floyd,goulddavid@example.com,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",02-08-2024 13:48,Michael Mcdonald,EMP434,24,947-242-7661x8231,Neutral,Sales,9,4,Inactive,$243,4,Vegan,Suite,Table tennis,Gym,Frugal
Donald Ochoa,wendy00@example.net,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",15-09-2024 22:07,Philip Marquez,EMP205,24,(479)612-9137,Negative,Sales,25,9,Active,$257,1,Vegan,Deluxe,Badminton,Sauna,Frugal
James Parker,jason78@example.org,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",14-06-2024 04:35,Peter Raymond,EMP339,52,(959)501-7156x62124,Negative,Sales,4,2,Inactive,$316,6,Vegetarian,Suite,Table tennis,Gym,Frugal
Angela Myers,knightamy@example.com,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",31-03-2024 12:03,Randy Gonzalez,EMP328,32,870-565-4111,Positive,HR,5,9,Inactive,$81,4,Vegetarian,Deluxe,Golf,Gym,Frugal
Matthew Barnes,graynathan@example.com,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",27-06-2024 09:05,Mathew Turner,EMP874,33,7489602938,Positive,Engineering,16,0,Active,$311,3,Non-Vegetarian,Standard,Golf,Massage,Frugal
Jody Dennis,caleb97@example.com,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",13-09-2024 19:59,Dillon Alvarado,EMP302,59,814.500.7532,Positive,Finance,22,7,Inactive,$184,3,Vegetarian,Suite,Golf,Massage,Frugal
Eric Martin,arnoldjason@example.org,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",20-07-2024 20:41,Jennifer Miller,EMP846,20,(732)901-2814x26283,Positive,Engineering,13,10,Inactive,$83,4,Non-Vegetarian,Standard,Table tennis,Massage,Luxury
Ryan Ballard,armstrongvickie@example.org,"Unfortunately, the dining experience was below par. The pasta was soggy, the soup was bland, and the waiter forgot one of our orders. Not planning to return.",19-10-2024 01:18,Luis Paul,EMP478,35,515-690-7610x2709,Negative,HR,2,2,Active,$382,10,Non-Vegetarian,Standard,Badminton,Sauna,Luxury
Samantha Smith,mfields@example.com,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",02-10-2024 09:29,Brandon Schroeder III,EMP682,39,338.610.6994x16436,Neutral,HR,21,0,Inactive,$285,9,Non-Vegetarian,Standard,Swimming,Gym,Luxury
Linda Lopez,taylorkirby@example.com,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",18-02-2024 10:58,Laura Wallace,EMP892,37,001-938-982-1564,Negative,Sales,20,3,Inactive,$479,4,Vegetarian,Suite,Golf,Sauna,Luxury
Brooke White,dorothygray@example.org,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",02-01-2024 01:19,Erica Rodriguez,EMP606,30,4089495042,Negative,Engineering,3,0,Inactive,$121,1,Non-Vegetarian,Deluxe,Golf,Gym,Luxury
Louis Thomas,courtney73@example.net,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",18-03-2024 09:08,Marie Carpenter,EMP818,68,5799953432,Neutral,Support,14,3,Inactive,$75,10,Vegetarian,Standard,Table tennis,Gym,Frugal
Luis Bailey,ericdouglas@example.com,"The restaurant exceeded our expectations. The food presentation was artistic, the ingredients were fresh, and the flavors were spot on. We will definitely return soon!",24-11-2024 08:23,Emily Obrien,EMP611,27,001-366-895-6585x24981,Negative,Finance,9,6,Active,$341,9,Vegetarian,Deluxe,Badminton,Gym,Luxury
Jessica Murphy,palmerjennifer@example.com,"The restaurant exceeded our expectations. The food presentation was artistic, the ingredients were fresh, and the flavors were spot on. We will definitely return soon!",29-09-2024 15:43,Angela Lee,EMP236,60,(497)379-5519,Neutral,Support,21,0,Inactive,$406,1,Vegetarian,Standard,Badminton,Sauna,Frugal
